Id,HomeTeam,HomeIsFromBigSix,HomeIsNewInPL,HomeRedCardsInLastMatch,AwayTeam,AwayIsFromBigSix,AwayIsNewInPL,AwayRedCardsInLastMatch,FullTimeResult
1526,Watford,0,0,0,Liverpool,1,0,0,D
1527,West Brom,0,0,0,Bournemouth,0,0,0,H
1528,Man United,1,0,0,West Ham,0,0,0,H
1529,Newcastle,0,1,0,Tottenham,1,0,0,A
1530,Bournemouth,0,0,0,Watford,0,0,0,A
1531,Burnley,0,0,0,West Brom,0,0,0,A
1532,Leicester,0,0,0,Brighton,0,1,0,H
1533,Liverpool,1,0,0,Crystal Palace,0,0,0,H
1534,Southampton,0,0,0,West Ham,0,0,0,H
1535,Stoke,0,0,0,Arsenal,1,0,0,H
1536,Swansea,0,0,0,Man United,1,0,0,A
1537,Huddersfield,0,1,0,Newcastle,0,1,1,H
1538,Tottenham,1,0,0,Chelsea,1,0,2,A
1539,Man City,1,0,0,Everton,0,0,0,D
1540,Bournemouth,0,0,0,Man City,1,0,1,A
1541,Crystal Palace,0,0,0,Swansea,0,0,0,A
1542,Huddersfield,0,1,0,Southampton,0,0,0,D
1543,Man United,1,0,0,Leicester,0,0,0,H
1544,Newcastle,0,1,0,West Ham,0,0,1,H
1545,Watford,0,0,0,Brighton,0,1,0,D
1546,Chelsea,1,0,0,Everton,0,0,1,H
1547,Liverpool,1,0,0,Arsenal,1,0,0,H
1548,Tottenham,1,0,0,Burnley,0,0,0,D
1549,West Brom,0,0,1,Stoke,0,0,0,D
1550,Arsenal,1,0,0,Bournemouth,0,0,0,H
1551,Brighton,0,1,0,West Brom,0,0,0,H
1552,Everton,0,0,0,Tottenham,1,0,0,A
1553,Leicester,0,0,0,Chelsea,1,0,0,A
1554,Man City,1,0,1,Liverpool,1,0,0,H
1555,Southampton,0,0,0,Watford,0,0,1,A
1556,Stoke,0,0,0,Man United,1,0,0,D
1557,Burnley,0,0,0,Crystal Palace,0,0,0,H
1558,Swansea,0,0,0,Newcastle,0,1,0,A
1559,West Ham,0,0,0,Huddersfield,0,1,0,H
1560,Bournemouth,0,0,0,Brighton,0,1,0,H
1561,Crystal Palace,0,0,0,Southampton,0,0,0,A
1562,Huddersfield,0,1,0,Leicester,0,0,0,D
1563,Liverpool,1,0,1,Burnley,0,0,0,D
1564,Newcastle,0,1,0,Stoke,0,0,0,H
1565,Tottenham,1,0,0,Swansea,0,0,0,D
1566,Watford,0,0,0,Man City,1,0,0,A
1567,West Brom,0,0,0,West Ham,0,0,0,D
1568,Chelsea,1,0,0,Arsenal,1,0,0,D
1569,Man United,1,0,0,Everton,0,0,0,H
1570,Burnley,0,0,0,Huddersfield,0,1,0,D
1571,Everton,0,0,0,Bournemouth,0,0,0,H
1572,Leicester,0,0,0,Liverpool,1,0,0,A
1573,Man City,1,0,0,Crystal Palace,0,0,0,H
1574,Southampton,0,0,0,Man United,1,0,0,A
1575,Stoke,0,0,0,Chelsea,1,0,1,A
1576,Swansea,0,0,0,Watford,0,0,0,A
1577,West Ham,0,0,0,Tottenham,1,0,0,A
1578,Brighton,0,1,0,Newcastle,0,1,0,H
1579,Arsenal,1,0,0,West Brom,0,0,0,H
1580,Bournemouth,0,0,0,Leicester,0,0,0,D
1581,Chelsea,1,0,0,Man City,1,0,0,A
1582,Huddersfield,0,1,0,Tottenham,1,0,1,A
1583,Man United,1,0,0,Crystal Palace,0,0,0,H
1584,Stoke,0,0,0,Southampton,0,0,0,H
1585,West Brom,0,0,0,Watford,0,0,0,D
1586,West Ham,0,0,0,Swansea,0,0,0,H
1587,Arsenal,1,0,0,Brighton,0,1,0,H
1588,Everton,0,0,0,Burnley,0,0,0,A
1589,Newcastle,0,1,0,Liverpool,1,0,0,D
1590,Burnley,0,0,0,West Ham,0,0,0,D
1591,Crystal Palace,0,0,0,Chelsea,1,0,0,H
1592,Liverpool,1,0,0,Man United,1,0,0,D
1593,Man City,1,0,0,Stoke,0,0,0,H
1594,Swansea,0,0,0,Huddersfield,0,1,0,H
1595,Tottenham,1,0,0,Bournemouth,0,0,0,H
1596,Watford,0,0,0,Arsenal,1,0,0,H
1597,Brighton,0,1,0,Everton,0,0,0,D
1598,Southampton,0,0,0,Newcastle,0,1,0,D
1599,Leicester,0,0,0,West Brom,0,0,0,D
1600,West Ham,0,0,1,Brighton,0,1,0,A
1601,Chelsea,1,0,0,Watford,0,0,0,H
1602,Huddersfield,0,1,0,Man United,1,0,0,H
1603,Man City,1,0,0,Burnley,0,0,0,H
1604,Newcastle,0,1,0,Crystal Palace,0,0,0,H
1605,Southampton,0,0,0,West Brom,0,0,0,H
1606,Stoke,0,0,0,Bournemouth,0,0,0,A
1607,Swansea,0,0,0,Leicester,0,0,0,A
1608,Everton,0,0,0,Arsenal,1,0,0,A
1609,Tottenham,1,0,0,Liverpool,1,0,0,H
1610,Arsenal,1,0,0,Swansea,0,0,0,H
1611,Bournemouth,0,0,0,Chelsea,1,0,0,A
1612,Crystal Palace,0,0,0,West Ham,0,0,0,D
1613,Liverpool,1,0,0,Huddersfield,0,1,0,H
1614,Man United,1,0,0,Tottenham,1,0,0,H
1615,Watford,0,0,0,Stoke,0,0,0,A
1616,West Brom,0,0,0,Man City,1,0,0,A
1617,Brighton,0,1,0,Southampton,0,0,0,D
1618,Leicester,0,0,0,Everton,0,0,1,H
1619,Burnley,0,0,0,Newcastle,0,1,0,H
1620,Huddersfield,0,1,0,West Brom,0,0,0,H
1621,Newcastle,0,1,0,Bournemouth,0,0,0,A
1622,Southampton,0,0,0,Burnley,0,0,0,A
1623,Stoke,0,0,0,Leicester,0,0,0,D
1624,Swansea,0,0,0,Brighton,0,1,0,A
1625,West Ham,0,0,0,Liverpool,1,0,0,A
1626,Chelsea,1,0,0,Man United,1,0,0,H
1627,Everton,0,0,0,Watford,0,0,0,H
1628,Man City,1,0,0,Arsenal,1,0,0,H
1629,Tottenham,1,0,0,Crystal Palace,0,0,0,H
1630,Arsenal,1,0,0,Tottenham,1,0,0,H
1631,Bournemouth,0,0,0,Huddersfield,0,1,1,H
1632,Burnley,0,0,0,Swansea,0,0,0,H
1633,Crystal Palace,0,0,0,Everton,0,0,0,D
1634,Leicester,0,0,0,Man City,1,0,0,A
1635,Liverpool,1,0,0,Southampton,0,0,0,H
1636,Man United,1,0,0,Newcastle,0,1,0,H
1637,West Brom,0,0,0,Chelsea,1,0,0,A
1638,Watford,0,0,0,West Ham,0,0,0,H
1639,Brighton,0,1,0,Stoke,0,0,0,D
1640,West Ham,0,0,0,Leicester,0,0,0,D
1641,Crystal Palace,0,0,0,Stoke,0,0,0,H
1642,Liverpool,1,0,0,Chelsea,1,0,0,D
1643,Man United,1,0,0,Brighton,0,1,0,H
1644,Newcastle,0,1,0,Watford,0,0,0,A
1645,Swansea,0,0,0,Bournemouth,0,0,1,D
1646,Tottenham,1,0,0,West Brom,0,0,0,D
1647,Burnley,0,0,0,Arsenal,1,0,0,A
1648,Huddersfield,0,1,0,Man City,1,0,0,A
1649,Southampton,0,0,0,Everton,0,0,0,H
1650,Brighton,0,1,0,Crystal Palace,0,0,0,D
1651,Leicester,0,0,0,Tottenham,1,0,0,H
1652,Watford,0,0,0,Man United,1,0,0,A
1653,West Brom,0,0,0,Newcastle,0,1,0,D
1654,Arsenal,1,0,0,Huddersfield,0,1,1,H
1655,Bournemouth,0,0,0,Burnley,0,0,0,A
1656,Chelsea,1,0,0,Swansea,0,0,0,H
1657,Everton,0,0,0,West Ham,0,0,0,H
1658,Man City,1,0,0,Southampton,0,0,0,H
1659,Stoke,0,0,0,Liverpool,1,0,0,A
1660,Arsenal,1,0,0,Man United,1,0,0,A
1661,Brighton,0,1,0,Liverpool,1,0,0,A
1662,Chelsea,1,0,0,Newcastle,0,1,0,H
1663,Everton,0,0,0,Huddersfield,0,1,0,H
1664,Leicester,0,0,0,Burnley,0,0,0,H
1665,Stoke,0,0,0,Swansea,0,0,0,H
1666,Watford,0,0,0,Tottenham,1,0,0,D
1667,West Brom,0,0,0,Crystal Palace,0,0,0,D
1668,Bournemouth,0,0,0,Southampton,0,0,0,D
1669,Man City,1,0,0,West Ham,0,0,0,H
1670,Burnley,0,0,0,Watford,0,0,0,H
1671,Crystal Palace,0,0,0,Bournemouth,0,0,0,D
1672,Huddersfield,0,1,0,Brighton,0,1,0,H
1673,Newcastle,0,1,0,Leicester,0,0,0,A
1674,Swansea,0,0,0,West Brom,0,0,0,H
1675,Tottenham,1,0,1,Stoke,0,0,0,H
1676,West Ham,0,0,0,Chelsea,1,0,0,H
1677,Liverpool,1,0,0,Everton,0,0,0,D
1678,Man United,1,0,1,Man City,1,0,0,A
1679,Southampton,0,0,0,Arsenal,1,0,0,D
1680,Burnley,0,0,0,Stoke,0,0,0,H
1681,Crystal Palace,0,0,0,Watford,0,0,1,H
1682,Huddersfield,0,1,0,Chelsea,1,0,0,A
1683,Liverpool,1,0,0,West Brom,0,0,0,D
1684,Man United,1,0,0,Bournemouth,0,0,0,H
1685,Newcastle,0,1,0,Everton,0,0,0,A
1686,Southampton,0,0,0,Leicester,0,0,0,A
1687,Swansea,0,0,0,Man City,1,0,0,A
1688,Tottenham,1,0,0,Brighton,0,1,0,H
1689,West Ham,0,0,0,Arsenal,1,0,0,D
1690,Arsenal,1,0,0,Newcastle,0,1,1,H
1691,Brighton,0,1,0,Burnley,0,0,0,D
1692,Chelsea,1,0,0,Southampton,0,0,0,H
1693,Leicester,0,0,0,Crystal Palace,0,0,0,A
1694,Man City,1,0,0,Tottenham,1,0,0,H
1695,Stoke,0,0,0,West Ham,0,0,0,A
1696,Watford,0,0,1,Huddersfield,0,1,0,A
1697,Bournemouth,0,0,0,Liverpool,1,0,0,A
1698,West Brom,0,0,0,Man United,1,0,0,A
1699,Everton,0,0,0,Swansea,0,0,0,H
1700,Arsenal,1,0,0,Liverpool,1,0,0,D
1701,Brighton,0,1,0,Watford,0,0,1,H
1702,Burnley,0,0,0,Tottenham,1,0,0,A
1703,Everton,0,0,0,Chelsea,1,0,0,D
1704,Leicester,0,0,1,Man United,1,0,0,D
1705,Man City,1,0,0,Bournemouth,0,0,0,H
1706,Southampton,0,0,0,Huddersfield,0,1,1,D
1707,Stoke,0,0,0,West Brom,0,0,0,H
1708,Swansea,0,0,0,Crystal Palace,0,0,0,D
1709,West Ham,0,0,0,Newcastle,0,1,0,A
1710,Bournemouth,0,0,0,West Ham,0,0,0,D
1711,Chelsea,1,0,0,Brighton,0,1,0,H
1712,Huddersfield,0,1,0,Stoke,0,0,0,D
1713,Liverpool,1,0,0,Swansea,0,0,0,H
1714,Man United,1,0,0,Burnley,0,0,0,D
1715,Tottenham,1,0,0,Southampton,0,0,0,H
1716,Watford,0,0,0,Leicester,0,0,1,H
1717,West Brom,0,0,0,Everton,0,0,0,D
1718,Newcastle,0,1,0,Man City,1,0,0,A
1719,Crystal Palace,0,0,0,Arsenal,1,0,0,A
1720,Bournemouth,0,0,0,Everton,0,0,0,H
1721,Chelsea,1,0,0,Stoke,0,0,0,H
1722,Huddersfield,0,1,0,Burnley,0,0,0,D
1723,Liverpool,1,0,0,Leicester,0,0,0,H
1724,Man United,1,0,0,Southampton,0,0,0,D
1725,Newcastle,0,1,0,Brighton,0,1,0,D
1726,Watford,0,0,0,Swansea,0,0,0,A
1727,Crystal Palace,0,0,0,Man City,1,0,0,D
1728,West Brom,0,0,0,Arsenal,1,0,0,D
1729,Brighton,0,1,0,Bournemouth,0,0,0,D
1730,Burnley,0,0,0,Liverpool,1,0,0,A
1731,Everton,0,0,0,Man United,1,0,0,A
1732,Leicester,0,0,0,Huddersfield,0,1,0,H
1733,Stoke,0,0,0,Newcastle,0,1,0,A
1734,Man City,1,0,0,Watford,0,0,0,H
1735,Southampton,0,0,0,Crystal Palace,0,0,0,A
1736,Swansea,0,0,0,Tottenham,1,0,0,A
1737,West Ham,0,0,0,West Brom,0,0,0,H
1738,Arsenal,1,0,0,Chelsea,1,0,0,D
1739,Tottenham,1,0,0,West Ham,0,0,0,D
1740,Chelsea,1,0,0,Leicester,0,0,0,D
1741,Crystal Palace,0,0,0,Burnley,0,0,0,H
1742,Huddersfield,0,1,0,West Ham,0,0,0,A
1743,Newcastle,0,1,0,Swansea,0,0,0,D
1744,Tottenham,1,0,0,Everton,0,0,0,H
1745,Watford,0,0,0,Southampton,0,0,0,D
1746,West Brom,0,0,0,Brighton,0,1,0,H
1747,Bournemouth,0,0,0,Arsenal,1,0,0,H
1748,Liverpool,1,0,0,Man City,1,0,0,H
1749,Man United,1,0,0,Stoke,0,0,0,H
1750,Arsenal,1,0,0,Crystal Palace,0,0,0,H
1751,Brighton,0,1,0,Chelsea,1,0,0,A
1752,Burnley,0,0,0,Man United,1,0,0,A
1753,Everton,0,0,0,West Brom,0,0,0,D
1754,Leicester,0,0,1,Watford,0,0,0,H
1755,Man City,1,0,0,Newcastle,0,1,0,H
1756,Stoke,0,0,0,Huddersfield,0,1,0,H
1757,West Ham,0,0,0,Bournemouth,0,0,0,D
1758,Southampton,0,0,0,Tottenham,1,0,0,D
1759,Swansea,0,0,0,Liverpool,1,0,0,H
1760,Huddersfield,0,1,0,Liverpool,1,0,0,A
1761,Swansea,0,0,0,Arsenal,1,0,0,H
1762,West Ham,0,0,0,Crystal Palace,0,0,0,D
1763,Chelsea,1,0,0,Bournemouth,0,0,0,A
1764,Everton,0,0,0,Leicester,0,0,0,H
1765,Man City,1,0,0,West Brom,0,0,0,H
1766,Newcastle,0,1,0,Burnley,0,0,0,D
1767,Southampton,0,0,0,Brighton,0,1,0,D
1768,Stoke,0,0,0,Watford,0,0,0,D
1769,Tottenham,1,0,0,Man United,1,0,0,H
1770,Arsenal,1,0,0,Everton,0,0,0,H
1771,Bournemouth,0,0,0,Stoke,0,0,0,H
1772,Brighton,0,1,0,West Ham,0,0,0,H
1773,Burnley,0,0,0,Man City,1,0,0,D
1774,Leicester,0,0,0,Swansea,0,0,0,D
1775,Man United,1,0,0,Huddersfield,0,1,0,H
1776,West Brom,0,0,0,Southampton,0,0,0,A
1777,Crystal Palace,0,0,0,Newcastle,0,1,0,D
1778,Liverpool,1,0,0,Tottenham,1,0,0,D
1779,Watford,0,0,0,Chelsea,1,0,0,H
1780,Everton,0,0,0,Crystal Palace,0,0,0,H
1781,Man City,1,0,0,Leicester,0,0,0,H
1782,Stoke,0,0,0,Brighton,0,1,0,D
1783,Swansea,0,0,0,Burnley,0,0,0,H
1784,Tottenham,1,0,0,Arsenal,1,0,0,H
1785,West Ham,0,0,0,Watford,0,0,0,H
1786,Huddersfield,0,1,0,Bournemouth,0,0,0,H
1787,Newcastle,0,1,0,Man United,1,0,0,H
1788,Southampton,0,0,0,Liverpool,1,0,0,A
1789,Chelsea,1,0,1,West Brom,0,0,0,H
1790,Bournemouth,0,0,0,Newcastle,0,1,0,D
1791,Brighton,0,1,0,Swansea,0,0,0,H
1792,Burnley,0,0,0,Southampton,0,0,0,D
1793,Leicester,0,0,0,Stoke,0,0,0,D
1794,Liverpool,1,0,0,West Ham,0,0,0,H
1795,Watford,0,0,0,Everton,0,0,0,H
1796,West Brom,0,0,0,Huddersfield,0,1,0,A
1797,Crystal Palace,0,0,0,Tottenham,1,0,0,A
1798,Man United,1,0,0,Chelsea,1,0,0,H
1799,Arsenal,1,0,0,Man City,1,0,0,A
1800,Burnley,0,0,0,Everton,0,0,0,H
1801,Leicester,0,0,0,Bournemouth,0,0,0,D
1802,Liverpool,1,0,0,Newcastle,0,1,0,H
1803,Southampton,0,0,0,Stoke,0,0,0,D
1804,Swansea,0,0,0,West Ham,0,0,0,H
1805,Tottenham,1,0,0,Huddersfield,0,1,0,H
1806,Watford,0,0,0,West Brom,0,0,0,H
1807,Brighton,0,1,0,Arsenal,1,0,0,H
1808,Man City,1,0,0,Chelsea,1,0,0,H
1809,Crystal Palace,0,0,0,Man United,1,0,0,A
1810,Chelsea,1,0,0,Crystal Palace,0,0,0,H
1811,Everton,0,0,1,Brighton,0,1,0,H
1812,Huddersfield,0,1,0,Swansea,0,0,0,D
1813,Man United,1,0,0,Liverpool,1,0,0,H
1814,Newcastle,0,1,0,Southampton,0,0,0,H
1815,West Brom,0,0,0,Leicester,0,0,0,A
1816,West Ham,0,0,0,Burnley,0,0,0,A
1817,Arsenal,1,0,0,Watford,0,0,0,H
1818,Bournemouth,0,0,0,Tottenham,1,0,0,A
1819,Stoke,0,0,0,Man City,1,0,0,A
1820,Bournemouth,0,0,0,West Brom,0,0,0,H
1821,Huddersfield,0,1,0,Crystal Palace,0,0,0,A
1822,Liverpool,1,0,0,Watford,0,0,0,H
1823,Stoke,0,0,0,Everton,0,0,0,A
1824,Brighton,0,1,1,Leicester,0,0,0,A
1825,Crystal Palace,0,0,0,Liverpool,1,0,0,A
1826,Everton,0,0,0,Man City,1,0,0,A
1827,Man United,1,0,0,Swansea,0,0,1,H
1828,Newcastle,0,1,0,Huddersfield,0,1,0,H
1829,Watford,0,0,0,Bournemouth,0,0,0,D
1830,West Brom,0,0,0,Burnley,0,0,0,A
1831,West Ham,0,0,0,Southampton,0,0,0,H
1832,Arsenal,1,0,0,Stoke,0,0,1,H
1833,Chelsea,1,0,0,Tottenham,1,0,0,A
1834,Bournemouth,0,0,0,Crystal Palace,0,0,0,D
1835,Brighton,0,1,0,Huddersfield,0,1,0,D
1836,Everton,0,0,0,Liverpool,1,0,0,D
1837,Leicester,0,0,1,Newcastle,0,1,0,A
1838,Man City,1,0,0,Man United,1,0,0,A
1839,Stoke,0,0,0,Tottenham,1,0,0,A
1840,Watford,0,0,0,Burnley,0,0,0,A
1841,West Brom,0,0,0,Swansea,0,0,0,D
1842,Arsenal,1,0,0,Southampton,0,0,0,H
1843,Chelsea,1,0,0,West Ham,0,0,0,D
1844,Burnley,0,0,0,Leicester,0,0,0,H
1845,Crystal Palace,0,0,0,Brighton,0,1,1,H
1846,Huddersfield,0,1,0,Watford,0,0,0,H
1847,Liverpool,1,0,0,Bournemouth,0,0,0,H
1848,Southampton,0,0,1,Chelsea,1,0,0,A
1849,Swansea,0,0,0,Everton,0,0,0,D
1850,Tottenham,1,0,0,Man City,1,0,0,A
1851,Man United,1,0,0,West Brom,0,0,0,A
1852,Newcastle,0,1,0,Arsenal,1,0,1,H
1853,West Ham,0,0,0,Stoke,0,0,0,D
1854,Brighton,0,1,0,Tottenham,1,0,0,D
1855,Bournemouth,0,0,0,Man United,1,0,0,A
1856,Burnley,0,0,0,Chelsea,1,0,0,A
1857,Leicester,0,0,0,Southampton,0,0,0,D
1858,Watford,0,0,0,Crystal Palace,0,0,0,D
1859,West Brom,0,0,0,Liverpool,1,0,0,D
1860,Arsenal,1,0,0,West Ham,0,0,0,H
1861,Man City,1,0,0,Swansea,0,0,0,H
1862,Stoke,0,0,0,Burnley,0,0,0,D
1863,Everton,0,0,0,Newcastle,0,1,0,H
1864,Burnley,0,0,0,Brighton,0,1,0,D
1865,Crystal Palace,0,0,0,Leicester,0,0,0,H
1866,Huddersfield,0,1,0,Everton,0,0,0,A
1867,Liverpool,1,0,0,Stoke,0,0,0,D
1868,Newcastle,0,1,0,West Brom,0,0,0,A
1869,Southampton,0,0,0,Bournemouth,0,0,0,H
1870,Swansea,0,0,0,Chelsea,1,0,0,A
1871,Man United,1,0,0,Arsenal,1,0,0,H
1872,West Ham,0,0,0,Man City,1,0,0,A
1873,Tottenham,1,0,0,Watford,0,0,0,H
1874,Brighton,0,1,0,Man United,1,0,0,H
1875,Bournemouth,0,0,0,Swansea,0,0,0,H
1876,Everton,0,0,0,Southampton,0,0,0,D
1877,Leicester,0,0,1,West Ham,0,0,0,A
1878,Stoke,0,0,0,Crystal Palace,0,0,0,A
1879,Watford,0,0,0,Newcastle,0,1,0,H
1880,West Brom,0,0,0,Tottenham,1,0,0,H
1881,Arsenal,1,0,0,Burnley,0,0,0,H
1882,Chelsea,1,0,0,Liverpool,1,0,0,H
1883,Man City,1,0,0,Huddersfield,0,1,0,D
1884,Swansea,0,0,0,Southampton,0,0,1,A
1885,Chelsea,1,0,0,Huddersfield,0,1,0,D
1886,Leicester,0,0,0,Arsenal,1,0,0,H
1887,Man City,1,0,0,Brighton,0,1,0,H
1888,Tottenham,1,0,0,Newcastle,0,1,0,H
1889,West Ham,0,0,0,Man United,1,0,0,D
1890,Burnley,0,0,0,Bournemouth,0,0,0,A
1891,Crystal Palace,0,0,0,West Brom,0,0,0,H
1892,Huddersfield,0,1,0,Arsenal,1,0,1,A
1893,Liverpool,1,0,0,Brighton,0,1,0,H
1894,Man United,1,0,0,Watford,0,0,0,H
1895,Newcastle,0,1,0,Chelsea,1,0,0,H
1896,Southampton,0,0,0,Man City,1,0,0,A
1897,Swansea,0,0,0,Stoke,0,0,0,A
1898,Tottenham,1,0,0,Leicester,0,0,0,H
1899,West Ham,0,0,0,Everton,0,0,0,H
1900,Man United,1,0,0,Leicester,0,0,0,H
1901,Bournemouth,0,0,0,Cardiff,0,1,0,H
1902,Fulham,0,1,0,Crystal Palace,0,0,0,A
1903,Huddersfield,0,0,0,Chelsea,1,0,0,A
1904,Newcastle,0,0,0,Tottenham,1,0,0,A
1905,Watford,0,0,0,Brighton,0,0,0,H
1906,Wolves,0,1,0,Everton,0,0,0,D
1907,Arsenal,1,0,0,Man City,1,0,0,A
1908,Liverpool,1,0,0,West Ham,0,0,0,H
1909,Southampton,0,0,0,Burnley,0,0,0,D
1910,Cardiff,0,1,0,Newcastle,0,0,0,D
1911,Chelsea,1,0,0,Arsenal,1,0,0,H
1912,Everton,0,0,1,Southampton,0,0,0,H
1913,Leicester,0,0,0,Wolves,0,1,0,H
1914,Tottenham,1,0,0,Fulham,0,1,0,H
1915,West Ham,0,0,0,Bournemouth,0,0,0,A
1916,Brighton,0,0,0,Man United,1,0,0,H
1917,Burnley,0,0,0,Watford,0,0,0,A
1918,Man City,1,0,0,Huddersfield,0,0,0,H
1919,Crystal Palace,0,0,0,Liverpool,1,0,0,A
1920,Arsenal,1,0,0,West Ham,0,0,0,H
1921,Bournemouth,0,0,0,Everton,0,0,0,D
1922,Huddersfield,0,0,0,Cardiff,0,1,0,D
1923,Liverpool,1,0,0,Brighton,0,0,0,H
1924,Southampton,0,0,0,Leicester,0,0,1,A
1925,Wolves,0,1,0,Man City,1,0,0,D
1926,Fulham,0,1,0,Burnley,0,0,0,H
1927,Newcastle,0,0,1,Chelsea,1,0,0,A
1928,Watford,0,0,0,Crystal Palace,0,0,1,H
1929,Man United,1,0,0,Tottenham,1,0,0,A
1930,Brighton,0,0,0,Fulham,0,1,0,D
1931,Chelsea,1,0,0,Bournemouth,0,0,1,H
1932,Crystal Palace,0,0,0,Southampton,0,0,1,A
1933,Everton,0,0,1,Huddersfield,0,0,1,D
1934,Leicester,0,0,0,Liverpool,1,0,0,A
1935,Man City,1,0,0,Newcastle,0,0,0,H
1936,West Ham,0,0,0,Wolves,0,1,0,A
1937,Burnley,0,0,0,Man United,1,0,0,A
1938,Cardiff,0,1,0,Arsenal,1,0,0,A
1939,Watford,0,0,0,Tottenham,1,0,0,H
1940,Bournemouth,0,0,0,Leicester,0,0,0,H
1941,Chelsea,1,0,0,Cardiff,0,1,0,H
1942,Huddersfield,0,0,0,Crystal Palace,0,0,0,A
1943,Man City,1,0,0,Fulham,0,1,0,H
1944,Newcastle,0,0,0,Arsenal,1,0,0,A
1945,Tottenham,1,0,0,Liverpool,1,0,0,A
1946,Watford,0,0,0,Man United,1,0,1,A
1947,Everton,0,0,0,West Ham,0,0,0,A
1948,Wolves,0,1,0,Burnley,0,0,0,H
1949,Southampton,0,0,0,Brighton,0,0,0,D
1950,Brighton,0,0,0,Tottenham,1,0,0,A
1951,Burnley,0,0,0,Bournemouth,0,0,0,H
1952,Cardiff,0,1,0,Man City,1,0,0,A
1953,Crystal Palace,0,0,0,Newcastle,0,0,0,D
1954,Fulham,0,1,0,Watford,0,0,0,D
1955,Leicester,0,0,1,Huddersfield,0,0,0,H
1956,Liverpool,1,0,0,Southampton,0,0,0,H
1957,Man United,1,0,1,Wolves,0,1,0,D
1958,Arsenal,1,0,0,Everton,0,0,0,H
1959,West Ham,0,0,0,Chelsea,1,0,0,D
1960,Arsenal,1,0,0,Watford,0,0,0,H
1961,Chelsea,1,0,0,Liverpool,1,0,0,D
1962,Everton,0,0,0,Fulham,0,1,0,H
1963,Huddersfield,0,0,0,Tottenham,1,0,0,A
1964,Man City,1,0,0,Brighton,0,0,0,H
1965,Newcastle,0,0,0,Leicester,0,0,0,A
1966,West Ham,0,0,0,Man United,1,0,0,H
1967,Wolves,0,1,0,Southampton,0,0,0,H
1968,Cardiff,0,1,0,Burnley,0,0,0,A
1969,Bournemouth,0,0,0,Crystal Palace,0,0,0,H
1970,Brighton,0,0,0,West Ham,0,0,0,H
1971,Burnley,0,0,0,Huddersfield,0,0,0,D
1972,Crystal Palace,0,0,0,Wolves,0,1,0,A
1973,Leicester,0,0,0,Everton,0,0,0,A
1974,Man United,1,0,0,Newcastle,0,0,0,H
1975,Tottenham,1,0,0,Cardiff,0,1,0,H
1976,Watford,0,0,0,Bournemouth,0,0,0,A
1977,Fulham,0,1,0,Arsenal,1,0,0,A
1978,Liverpool,1,0,0,Man City,1,0,0,D
1979,Southampton,0,0,0,Chelsea,1,0,0,A
1980,Bournemouth,0,0,0,Southampton,0,0,0,D
1981,Cardiff,0,1,1,Fulham,0,1,0,H
1982,Chelsea,1,0,0,Man United,1,0,0,D
1983,Huddersfield,0,0,0,Liverpool,1,0,0,A
1984,Man City,1,0,0,Burnley,0,0,0,H
1985,Newcastle,0,0,0,Brighton,0,0,0,A
1986,West Ham,0,0,0,Tottenham,1,0,0,A
1987,Wolves,0,1,0,Watford,0,0,1,A
1988,Everton,0,0,0,Crystal Palace,0,0,0,H
1989,Arsenal,1,0,0,Leicester,0,0,1,H
1990,Brighton,0,0,0,Wolves,0,1,0,H
1991,Fulham,0,1,0,Bournemouth,0,0,0,A
1992,Leicester,0,0,0,West Ham,0,0,0,D
1993,Liverpool,1,0,0,Cardiff,0,1,0,H
1994,Southampton,0,0,0,Newcastle,0,0,0,D
1995,Watford,0,0,0,Huddersfield,0,0,0,H
1996,Burnley,0,0,0,Chelsea,1,0,0,A
1997,Crystal Palace,0,0,0,Arsenal,1,0,0,D
1998,Man United,1,0,0,Everton,0,0,0,H
1999,Tottenham,1,0,0,Man City,1,0,0,A
2000,Arsenal,1,0,0,Liverpool,1,0,0,D
2001,Bournemouth,0,0,0,Man United,1,0,0,A
2002,Cardiff,0,1,0,Leicester,0,0,0,A
2003,Everton,0,0,0,Brighton,0,0,0,H
2004,Newcastle,0,0,0,Watford,0,0,0,H
2005,West Ham,0,0,1,Burnley,0,0,0,H
2006,Wolves,0,1,0,Tottenham,1,0,0,A
2007,Chelsea,1,0,0,Crystal Palace,0,0,0,H
2008,Man City,1,0,0,Southampton,0,0,0,H
2009,Huddersfield,0,0,0,Fulham,0,1,1,H
2010,Cardiff,0,1,0,Brighton,0,0,0,H
2011,Crystal Palace,0,0,0,Tottenham,1,0,0,A
2012,Huddersfield,0,0,0,West Ham,0,0,0,D
2013,Leicester,0,0,0,Burnley,0,0,0,D
2014,Newcastle,0,0,0,Bournemouth,0,0,0,H
2015,Southampton,0,0,0,Watford,0,0,0,D
2016,Arsenal,1,0,0,Wolves,0,1,0,D
2017,Chelsea,1,0,0,Everton,0,0,0,D
2018,Liverpool,1,0,0,Fulham,0,1,0,H
2019,Man City,1,0,0,Man United,1,0,0,H
2020,Brighton,0,0,1,Leicester,0,0,0,D
2021,Everton,0,0,0,Cardiff,0,1,0,H
2022,Fulham,0,1,0,Southampton,0,0,0,H
2023,Man United,1,0,0,Crystal Palace,0,0,0,D
2024,Tottenham,1,0,0,Chelsea,1,0,0,H
