Id,HomeTeam,HomeIsFromBigSix,HomeIsNewInPL,HomeRedCardsInLastMatch,AwayTeam,AwayIsFromBigSix,AwayIsNewInPL,AwayRedCardsInLastMatch,FullTimeResult
509,Tottenham,1,0,0,Everton,0,0,0,H
510,Burnley,0,1,0,Newcastle,0,0,1,D
511,Crystal Palace,0,0,0,Aston Villa,0,0,0,A
512,Leicester,0,1,0,Liverpool,1,0,0,A
513,Man United,1,0,0,Stoke,0,0,0,H
514,Swansea,0,0,0,QPR,0,1,0,H
515,West Brom,0,0,0,West Ham,0,0,0,A
516,Arsenal,1,0,0,Southampton,0,0,0,H
517,Chelsea,1,0,0,Tottenham,1,0,0,H
518,Everton,0,0,0,Hull,0,0,0,D
519,Sunderland,0,0,0,Man City,1,0,1,A
520,Hull,0,0,0,West Brom,0,0,0,D
521,Liverpool,1,0,0,Sunderland,0,0,0,D
522,Man City,1,0,0,Everton,0,0,0,H
523,Newcastle,0,0,0,Chelsea,1,0,0,H
524,QPR,0,1,0,Burnley,0,1,0,H
525,Stoke,0,0,0,Arsenal,1,0,0,H
526,Tottenham,1,0,0,Crystal Palace,0,0,0,D
527,Aston Villa,0,0,0,Leicester,0,1,1,H
528,West Ham,0,0,0,Swansea,0,0,0,H
529,Southampton,0,0,0,Man United,1,0,0,A
530,Arsenal,1,0,1,Newcastle,0,0,1,H
531,Burnley,0,1,0,Southampton,0,0,0,H
532,Chelsea,1,0,0,Hull,0,0,0,H
533,Crystal Palace,0,0,0,Stoke,0,0,0,D
534,Leicester,0,1,1,Man City,1,0,0,A
535,Sunderland,0,0,0,West Ham,0,0,0,D
536,West Brom,0,0,0,Aston Villa,0,0,0,H
537,Man United,1,0,0,Liverpool,1,0,0,H
538,Swansea,0,0,1,Tottenham,1,0,0,A
539,Everton,0,0,0,QPR,0,1,1,H
540,Aston Villa,0,0,1,Man United,1,0,0,D
541,Hull,0,0,1,Swansea,0,0,0,A
542,Man City,1,0,0,Crystal Palace,0,0,0,H
543,QPR,0,1,0,West Brom,0,0,0,H
544,Southampton,0,0,0,Everton,0,0,0,H
545,Tottenham,1,0,0,Burnley,0,1,0,H
546,West Ham,0,0,0,Leicester,0,1,0,H
547,Liverpool,1,0,0,Arsenal,1,0,0,D
548,Newcastle,0,0,0,Sunderland,0,0,0,A
549,Stoke,0,0,0,Chelsea,1,0,0,A
550,Arsenal,1,0,0,QPR,0,1,0,H
551,Burnley,0,1,0,Liverpool,1,0,1,A
552,Chelsea,1,0,0,West Ham,0,0,0,H
553,Crystal Palace,0,0,0,Southampton,0,0,0,A
554,Everton,0,0,0,Stoke,0,0,0,A
555,Leicester,0,1,0,Tottenham,1,0,0,A
556,Man United,1,0,0,Newcastle,0,0,0,H
557,Sunderland,0,0,0,Hull,0,0,0,A
558,Swansea,0,0,0,Aston Villa,0,0,1,H
559,West Brom,0,0,0,Man City,1,0,0,A
560,Aston Villa,0,0,0,Sunderland,0,0,0,D
561,Hull,0,0,0,Leicester,0,1,0,A
562,Man City,1,0,0,Burnley,0,1,0,D
563,Newcastle,0,0,0,Everton,0,0,0,H
564,QPR,0,1,0,Crystal Palace,0,0,0,D
565,Southampton,0,0,0,Chelsea,1,0,0,D
566,Stoke,0,0,0,West Brom,0,0,0,H
567,Tottenham,1,0,0,Man United,1,0,0,D
568,West Ham,0,0,0,Arsenal,1,0,1,A
569,Liverpool,1,0,0,Swansea,0,0,0,H
570,Aston Villa,0,0,1,Crystal Palace,0,0,0,D
571,Hull,0,0,1,Everton,0,0,0,H
572,Liverpool,1,0,0,Leicester,0,1,1,D
573,Man City,1,0,0,Sunderland,0,0,0,H
574,Newcastle,0,0,0,Burnley,0,1,0,D
575,QPR,0,1,0,Swansea,0,0,0,D
576,Southampton,0,0,1,Arsenal,1,0,0,H
577,Stoke,0,0,0,Man United,1,0,0,D
578,Tottenham,1,0,0,Chelsea,1,0,0,H
579,West Ham,0,0,0,West Brom,0,0,0,D
580,Burnley,0,1,0,QPR,0,1,0,H
581,Chelsea,1,0,0,Newcastle,0,0,0,H
582,Crystal Palace,0,0,0,Tottenham,1,0,0,H
583,Everton,0,0,1,Man City,1,0,0,D
584,Leicester,0,1,0,Aston Villa,0,0,0,H
585,Sunderland,0,0,0,Liverpool,1,0,0,A
586,Swansea,0,0,1,West Ham,0,0,0,D
587,West Brom,0,0,0,Hull,0,0,0,H
588,Arsenal,1,0,0,Stoke,0,0,0,H
589,Man United,1,0,0,Southampton,0,0,0,A
590,Aston Villa,0,0,1,Liverpool,1,0,0,A
591,Burnley,0,1,0,Crystal Palace,0,0,0,A
592,Leicester,0,1,1,Stoke,0,0,0,A
593,Newcastle,0,0,0,Southampton,0,0,0,A
594,QPR,0,1,0,Man United,1,0,0,A
595,Swansea,0,0,0,Chelsea,1,0,0,A
596,Tottenham,1,0,0,Sunderland,0,0,1,H
597,Man City,1,0,0,Arsenal,1,0,0,A
598,West Ham,0,0,0,Hull,0,0,0,H
599,Everton,0,0,0,West Brom,0,0,0,D
600,Chelsea,1,0,0,Man City,1,0,0,D
601,Crystal Palace,0,0,0,Everton,0,0,0,A
602,Hull,0,0,0,Newcastle,0,0,0,A
603,Liverpool,1,0,0,West Ham,0,0,0,H
604,Man United,1,0,0,Leicester,0,1,0,H
605,Stoke,0,0,0,QPR,0,1,0,H
606,Sunderland,0,0,0,Burnley,0,1,0,H
607,West Brom,0,0,0,Tottenham,1,0,0,A
608,Arsenal,1,0,0,Aston Villa,0,0,0,H
609,Southampton,0,0,0,Swansea,0,0,0,A
610,Aston Villa,0,0,0,Chelsea,1,0,0,A
611,Everton,0,0,0,Liverpool,1,0,0,D
612,Leicester,0,1,0,Crystal Palace,0,0,0,A
613,Man City,1,0,0,Hull,0,0,0,D
614,QPR,0,1,0,Southampton,0,0,1,A
615,Swansea,0,0,0,Sunderland,0,0,0,D
616,Tottenham,1,0,0,Arsenal,1,0,0,H
617,Burnley,0,1,0,West Brom,0,0,0,D
618,Newcastle,0,0,0,Stoke,0,0,0,D
619,West Ham,0,0,0,Man United,1,0,0,D
620,Arsenal,1,0,0,Leicester,0,1,0,H
621,Hull,0,0,0,Aston Villa,0,0,0,H
622,Liverpool,1,0,0,Tottenham,1,0,0,H
623,Sunderland,0,0,0,QPR,0,1,0,A
624,Chelsea,1,0,0,Everton,0,0,0,H
625,Crystal Palace,0,0,0,Newcastle,0,0,0,D
626,Man United,1,0,1,Burnley,0,1,0,H
627,Southampton,0,0,0,West Ham,0,0,0,D
628,Stoke,0,0,0,Man City,1,0,0,A
629,West Brom,0,0,0,Swansea,0,0,0,H
630,Aston Villa,0,0,0,Stoke,0,0,0,A
631,Chelsea,1,0,0,Burnley,0,1,0,D
632,Crystal Palace,0,0,0,Arsenal,1,0,0,A
633,Hull,0,0,0,QPR,0,1,0,H
634,Man City,1,0,0,Newcastle,0,0,0,H
635,Sunderland,0,0,0,West Brom,0,0,0,D
636,Swansea,0,0,0,Man United,1,0,0,H
637,Everton,0,0,1,Leicester,0,1,0,D
638,Southampton,0,0,0,Liverpool,1,0,0,A
639,Tottenham,1,0,0,West Ham,0,0,1,D
640,Burnley,0,1,0,Swansea,0,0,0,A
641,Man United,1,0,0,Sunderland,0,0,0,H
642,Newcastle,0,0,0,Aston Villa,0,0,1,H
643,Stoke,0,0,0,Hull,0,0,0,H
644,West Brom,0,0,0,Southampton,0,0,0,H
645,West Ham,0,0,0,Crystal Palace,0,0,0,A
646,Arsenal,1,0,0,Everton,0,0,0,H
647,Liverpool,1,0,0,Man City,1,0,0,H
648,Aston Villa,0,0,0,West Brom,0,0,0,H
649,Hull,0,0,0,Sunderland,0,0,1,D
650,Southampton,0,0,0,Crystal Palace,0,0,1,H
651,Liverpool,1,0,0,Burnley,0,1,0,H
652,Man City,1,0,0,Leicester,0,1,0,H
653,Newcastle,0,0,0,Man United,1,0,0,A
654,QPR,0,1,1,Arsenal,1,0,0,A
655,Stoke,0,0,0,Everton,0,0,0,H
656,Tottenham,1,0,0,Swansea,0,0,0,H
657,West Ham,0,0,0,Chelsea,1,0,1,A
658,QPR,0,1,0,Tottenham,1,0,0,A
659,Arsenal,1,0,0,West Ham,0,0,0,H
660,Burnley,0,1,0,Man City,1,0,0,H
661,Crystal Palace,0,0,0,QPR,0,1,0,H
662,Leicester,0,1,0,Hull,0,0,0,D
663,Sunderland,0,0,0,Aston Villa,0,0,0,A
664,West Brom,0,0,0,Stoke,0,0,0,H
665,Chelsea,1,0,0,Southampton,0,0,0,D
666,Everton,0,0,0,Newcastle,0,0,0,H
667,Man United,1,0,0,Tottenham,1,0,0,H
668,Swansea,0,0,0,Liverpool,1,0,0,A
669,Aston Villa,0,0,0,Swansea,0,0,0,A
670,Man City,1,0,0,West Brom,0,0,0,H
671,Newcastle,0,0,1,Arsenal,1,0,0,A
672,Southampton,0,0,0,Burnley,0,1,0,H
673,Stoke,0,0,0,Crystal Palace,0,0,0,A
674,Tottenham,1,0,0,Leicester,0,1,0,H
675,West Ham,0,0,0,Sunderland,0,0,0,H
676,Hull,0,0,1,Chelsea,1,0,0,A
677,Liverpool,1,0,0,Man United,1,0,0,A
678,QPR,0,1,0,Everton,0,0,0,A
679,Arsenal,1,0,0,Liverpool,1,0,1,H
680,Chelsea,1,0,0,Stoke,0,0,0,H
681,Everton,0,0,0,Southampton,0,0,0,H
682,Leicester,0,1,0,West Ham,0,0,0,H
683,Man United,1,0,0,Aston Villa,0,0,0,H
684,Swansea,0,0,0,Hull,0,0,0,H
685,West Brom,0,0,1,QPR,0,1,0,A
686,Burnley,0,1,0,Tottenham,1,0,0,D
687,Sunderland,0,0,0,Newcastle,0,0,0,H
688,Crystal Palace,0,0,0,Man City,1,0,0,H
689,Aston Villa,0,0,0,QPR,0,1,0,D
690,Burnley,0,1,0,Arsenal,1,0,0,A
691,Southampton,0,0,0,Hull,0,0,1,H
692,Sunderland,0,0,0,Crystal Palace,0,0,0,A
693,Swansea,0,0,0,Everton,0,0,0,D
694,Tottenham,1,0,0,Aston Villa,0,0,0,A
695,West Brom,0,0,1,Leicester,0,1,0,A
696,West Ham,0,0,0,Stoke,0,0,0,D
697,Man United,1,0,0,Man City,1,0,0,H
698,QPR,0,1,0,Chelsea,1,0,0,A
699,Liverpool,1,0,1,Newcastle,0,0,0,H
700,Chelsea,1,0,0,Man United,1,0,0,H
701,Crystal Palace,0,0,0,West Brom,0,0,0,A
702,Everton,0,0,0,Burnley,0,1,0,H
703,Leicester,0,1,0,Swansea,0,0,0,H
704,Stoke,0,0,0,Southampton,0,0,0,H
705,Man City,1,0,0,West Ham,0,0,0,H
706,Newcastle,0,0,1,Tottenham,1,0,0,A
707,Burnley,0,1,1,Leicester,0,1,0,A
708,Crystal Palace,0,0,0,Hull,0,0,0,A
709,Man City,1,0,0,Aston Villa,0,0,1,H
710,Newcastle,0,0,0,Swansea,0,0,0,A
711,QPR,0,1,0,West Ham,0,0,0,D
712,Southampton,0,0,0,Tottenham,1,0,0,D
713,Stoke,0,0,0,Sunderland,0,0,0,D
714,West Brom,0,0,0,Liverpool,1,0,0,D
715,Arsenal,1,0,0,Chelsea,1,0,0,D
716,Everton,0,0,0,Man United,1,0,0,H
717,Hull,0,0,0,Liverpool,1,0,0,H
718,Leicester,0,1,0,Chelsea,1,0,0,A
719,Aston Villa,0,0,0,Everton,0,0,0,H
720,Leicester,0,1,0,Newcastle,0,0,0,H
721,Liverpool,1,0,0,QPR,0,1,0,H
722,Man United,1,0,0,West Brom,0,0,0,A
723,Sunderland,0,0,0,Southampton,0,0,0,H
724,Swansea,0,0,0,Stoke,0,0,0,H
725,West Ham,0,0,0,Burnley,0,1,0,H
726,Chelsea,1,0,0,Crystal Palace,0,0,0,H
727,Tottenham,1,0,0,Man City,1,0,0,A
728,Hull,0,0,0,Arsenal,1,0,0,A
729,Aston Villa,0,0,0,West Ham,0,0,0,H
730,Crystal Palace,0,0,0,Man United,1,0,0,A
731,Everton,0,0,0,Sunderland,0,0,0,A
732,Hull,0,0,0,Burnley,0,1,1,A
733,Leicester,0,1,0,Southampton,0,0,1,H
734,Newcastle,0,0,2,West Brom,0,0,0,D
735,Stoke,0,0,1,Tottenham,1,0,0,H
736,Chelsea,1,0,0,Liverpool,1,0,0,D
737,Man City,1,0,0,QPR,0,1,1,H
738,Arsenal,1,0,0,Swansea,0,0,0,A
739,Burnley,0,1,0,Stoke,0,0,0,D
740,Liverpool,1,0,0,Crystal Palace,0,0,0,A
741,QPR,0,1,0,Newcastle,0,0,0,H
742,Southampton,0,0,0,Aston Villa,0,0,0,H
743,Sunderland,0,0,0,Leicester,0,1,0,D
744,Tottenham,1,0,1,Hull,0,0,0,H
745,West Ham,0,0,0,Everton,0,0,0,A
746,Man United,1,0,0,Arsenal,1,0,0,D
747,Swansea,0,0,0,Man City,1,0,0,A
748,West Brom,0,0,0,Chelsea,1,0,0,H
749,Arsenal,1,0,0,Sunderland,0,0,0,D
750,Arsenal,1,0,0,West Brom,0,0,0,H
751,Aston Villa,0,0,0,Burnley,0,1,0,A
752,Chelsea,1,0,1,Sunderland,0,0,0,H
753,Crystal Palace,0,0,0,Swansea,0,0,0,H
754,Everton,0,0,0,Tottenham,1,0,0,A
755,Hull,0,0,0,Man United,1,0,0,D
756,Leicester,0,1,0,QPR,0,1,0,H
757,Man City,1,0,0,Southampton,0,0,0,H
758,Newcastle,0,0,0,West Ham,0,0,0,H
759,Stoke,0,0,0,Liverpool,1,0,0,H
760,Bournemouth,0,1,0,Aston Villa,0,0,0,A
761,Chelsea,1,0,0,Swansea,0,0,0,D
762,Everton,0,0,0,Watford,0,1,0,D
763,Leicester,0,0,0,Sunderland,0,0,0,H
764,Man United,1,0,0,Tottenham,1,0,0,H
765,Norwich,0,1,0,Crystal Palace,0,0,0,A
766,Arsenal,1,0,0,West Ham,0,0,0,A
767,Newcastle,0,0,0,Southampton,0,0,0,D
768,Stoke,0,0,0,Liverpool,1,0,0,A
769,West Brom,0,0,0,Man City,1,0,0,A
770,Aston Villa,0,0,0,Man United,1,0,0,A
771,Southampton,0,0,0,Everton,0,0,0,A
772,Sunderland,0,0,0,Norwich,0,1,0,A
773,Swansea,0,0,0,Newcastle,0,0,0,H
774,Tottenham,1,0,0,Stoke,0,0,0,D
775,Watford,0,1,0,West Brom,0,0,0,D
776,West Ham,0,0,0,Leicester,0,0,0,A
777,Crystal Palace,0,0,0,Arsenal,1,0,0,A
778,Man City,1,0,0,Chelsea,1,0,1,H
779,Liverpool,1,0,0,Bournemouth,0,1,0,H
780,Crystal Palace,0,0,0,Aston Villa,0,0,0,H
781,Leicester,0,0,0,Tottenham,1,0,0,D
782,Man United,1,0,0,Newcastle,0,0,1,D
783,Norwich,0,1,0,Stoke,0,0,0,D
784,Sunderland,0,0,0,Swansea,0,0,0,D
785,West Ham,0,0,1,Bournemouth,0,1,0,A
786,Everton,0,0,0,Man City,1,0,0,A
787,Watford,0,1,0,Southampton,0,0,0,D
788,West Brom,0,0,0,Chelsea,1,0,0,A
789,Arsenal,1,0,0,Liverpool,1,0,0,D
790,Aston Villa,0,0,0,Sunderland,0,0,0,D
791,Bournemouth,0,1,0,Leicester,0,0,0,D
792,Chelsea,1,0,1,Crystal Palace,0,0,0,A
793,Liverpool,1,0,0,West Ham,0,0,1,A
794,Man City,1,0,0,Watford,0,1,0,H
795,Newcastle,0,0,0,Arsenal,1,0,0,A
796,Stoke,0,0,0,West Brom,0,0,0,A
797,Tottenham,1,0,0,Everton,0,0,0,D
798,Southampton,0,0,0,Norwich,0,1,0,H
799,Swansea,0,0,0,Man United,1,0,0,H
800,Arsenal,1,0,0,Stoke,0,0,2,H
801,Crystal Palace,0,0,0,Man City,1,0,0,A
802,Everton,0,0,0,Chelsea,1,0,0,H
803,Man United,1,0,0,Liverpool,1,0,1,H
804,Norwich,0,1,1,Bournemouth,0,1,0,H
805,Watford,0,1,0,Swansea,0,0,0,H
806,West Brom,0,0,0,Southampton,0,0,0,D
807,Leicester,0,0,0,Aston Villa,0,0,0,H
808,Sunderland,0,0,0,Tottenham,1,0,0,A
809,West Ham,0,0,1,Newcastle,0,0,1,H
810,Aston Villa,0,0,0,West Brom,0,0,0,A
811,Bournemouth,0,1,0,Sunderland,0,0,0,H
812,Chelsea,1,0,0,Arsenal,1,0,0,H
813,Man City,1,0,0,West Ham,0,0,0,A
814,Newcastle,0,0,0,Watford,0,1,1,A
815,Stoke,0,0,0,Leicester,0,0,0,D
816,Swansea,0,0,0,Everton,0,0,0,D
817,Liverpool,1,0,0,Norwich,0,1,0,D
818,Southampton,0,0,0,Man United,1,0,0,A
819,Tottenham,1,0,0,Crystal Palace,0,0,0,H
820,Leicester,0,0,0,Arsenal,1,0,2,A
821,Liverpool,1,0,0,Aston Villa,0,0,0,H
822,Man United,1,0,0,Sunderland,0,0,1,H
823,Newcastle,0,0,0,Chelsea,1,0,0,D
824,Southampton,0,0,0,Swansea,0,0,0,H
825,Stoke,0,0,0,Bournemouth,0,1,0,H
826,Tottenham,1,0,0,Man City,1,0,0,H
827,West Ham,0,0,0,Norwich,0,1,0,D
828,Watford,0,1,0,Crystal Palace,0,0,0,A
829,West Brom,0,0,0,Everton,0,0,1,A
830,Aston Villa,0,0,0,Stoke,0,0,0,A
831,Bournemouth,0,1,0,Watford,0,1,0,D
832,Chelsea,1,0,0,Southampton,0,0,0,A
833,Crystal Palace,0,0,0,West Brom,0,0,0,H
834,Man City,1,0,0,Newcastle,0,0,0,H
835,Norwich,0,1,0,Leicester,0,0,0,A
836,Sunderland,0,0,0,West Ham,0,0,0,D
837,Arsenal,1,0,0,Man United,1,0,0,H
838,Everton,0,0,0,Liverpool,1,0,0,D
839,Swansea,0,0,0,Tottenham,1,0,0,D
840,Chelsea,1,0,0,Aston Villa,0,0,0,H
841,Crystal Palace,0,0,0,West Ham,0,0,0,A
842,Everton,0,0,0,Man United,1,0,0,A
843,Man City,1,0,0,Bournemouth,0,1,0,H
844,Southampton,0,0,0,Leicester,0,0,0,D
845,Tottenham,1,0,0,Liverpool,1,0,0,D
846,Watford,0,1,0,Arsenal,1,0,0,A
847,West Brom,0,0,0,Sunderland,0,0,1,H
848,Newcastle,0,0,0,Norwich,0,1,0,H
849,Swansea,0,0,0,Stoke,0,0,0,A
850,Arsenal,1,0,0,Everton,0,0,0,H
851,Aston Villa,0,0,0,Swansea,0,0,0,A
852,Leicester,0,0,0,Crystal Palace,0,0,1,H
853,Norwich,0,1,0,West Brom,0,0,0,A
854,Stoke,0,0,0,Watford,0,1,0,A
855,West Ham,0,0,0,Chelsea,1,0,0,H
856,Bournemouth,0,1,0,Tottenham,1,0,0,A
857,Liverpool,1,0,0,Southampton,0,0,0,D
858,Man United,1,0,0,Man City,1,0,0,D
859,Sunderland,0,0,0,Newcastle,0,0,0,H
860,Chelsea,1,0,1,Liverpool,1,0,0,A
861,Crystal Palace,0,0,0,Man United,1,0,0,D
862,Man City,1,0,0,Norwich,0,1,0,H
863,Newcastle,0,0,1,Stoke,0,0,0,D
864,Swansea,0,0,0,Arsenal,1,0,0,A
865,Watford,0,1,0,West Ham,0,0,0,H
866,West Brom,0,0,0,Leicester,0,0,0,A
867,Everton,0,0,1,Sunderland,0,0,0,H
868,Southampton,0,0,1,Bournemouth,0,1,0,H
869,Tottenham,1,0,0,Aston Villa,0,0,0,H
870,Bournemouth,0,1,0,Newcastle,0,0,0,A
871,Leicester,0,0,0,Watford,0,1,0,H
872,Man United,1,0,0,West Brom,0,0,0,H
873,Norwich,0,1,1,Swansea,0,0,0,H
874,Stoke,0,0,0,Chelsea,1,0,0,H
875,Sunderland,0,0,0,Southampton,0,0,1,A
876,West Ham,0,0,1,Everton,0,0,0,D
877,Arsenal,1,0,0,Tottenham,1,0,0,D
878,Aston Villa,0,0,0,Man City,1,0,0,D
879,Liverpool,1,0,0,Crystal Palace,0,0,0,A
880,Chelsea,1,0,0,Norwich,0,1,0,H
881,Everton,0,0,0,Aston Villa,0,0,0,H
882,Man City,1,0,0,Liverpool,1,0,0,A
883,Newcastle,0,0,0,Leicester,0,0,0,A
884,Southampton,0,0,0,Stoke,0,0,0,A
885,Swansea,0,0,0,Bournemouth,0,1,0,D
886,Watford,0,1,0,Man United,1,0,0,A
887,West Brom,0,0,1,Arsenal,1,0,0,H
888,Tottenham,1,0,0,West Ham,0,0,0,H
889,Crystal Palace,0,0,0,Sunderland,0,0,0,A
890,Aston Villa,0,0,0,Watford,0,1,0,A
891,Bournemouth,0,1,0,Everton,0,0,0,D
892,Crystal Palace,0,0,0,Newcastle,0,0,0,H
893,Leicester,0,0,0,Man United,1,0,0,D
894,Man City,1,0,0,Southampton,0,0,0,H
895,Sunderland,0,0,0,Stoke,0,0,0,H
896,Liverpool,1,0,0,Swansea,0,0,0,H
897,Norwich,0,1,0,Arsenal,1,0,0,D
898,Tottenham,1,0,0,Chelsea,1,0,0,D
899,West Ham,0,0,0,West Brom,0,0,0,D
900,Arsenal,1,0,0,Sunderland,0,0,0,H
901,Chelsea,1,0,0,Bournemouth,0,1,0,A
902,Man United,1,0,0,West Ham,0,0,0,D
903,Southampton,0,0,0,Aston Villa,0,0,0,D
904,Stoke,0,0,1,Man City,1,0,0,H
905,Swansea,0,0,0,Leicester,0,0,0,A
906,Watford,0,1,0,Norwich,0,1,0,H
907,West Brom,0,0,0,Tottenham,1,0,0,D
908,Newcastle,0,0,0,Liverpool,1,0,0,H
909,Everton,0,0,0,Crystal Palace,0,0,0,D
910,Bournemouth,0,1,0,Man United,1,0,0,H
911,Crystal Palace,0,0,0,Southampton,0,0,0,H
912,Man City,1,0,0,Swansea,0,0,0,H
913,Norwich,0,1,0,Everton,0,0,0,D
914,Sunderland,0,0,0,Watford,0,1,0,A
915,West Ham,0,0,0,Stoke,0,0,0,D
916,Aston Villa,0,0,0,Arsenal,1,0,0,A
917,Liverpool,1,0,0,West Brom,0,0,0,D
918,Tottenham,1,0,0,Newcastle,0,0,0,A
919,Leicester,0,0,0,Chelsea,1,0,0,H
920,Chelsea,1,0,0,Sunderland,0,0,0,H
921,Everton,0,0,0,Leicester,0,0,0,A
922,Man United,1,0,0,Norwich,0,1,0,A
923,Newcastle,0,0,0,Aston Villa,0,0,0,D
924,Southampton,0,0,0,Tottenham,1,0,0,A
925,Stoke,0,0,0,Crystal Palace,0,0,0,A
926,West Brom,0,0,0,Bournemouth,0,1,0,A
927,Swansea,0,0,0,West Ham,0,0,0,D
928,Watford,0,1,0,Liverpool,1,0,0,H
929,Arsenal,1,0,0,Man City,1,0,0,H
930,Aston Villa,0,0,0,West Ham,0,0,0,D
931,Bournemouth,0,1,0,Crystal Palace,0,0,0,D
932,Chelsea,1,0,0,Watford,0,1,0,D
933,Liverpool,1,0,0,Leicester,0,0,0,H
934,Man City,1,0,0,Sunderland,0,0,0,H
935,Newcastle,0,0,0,Everton,0,0,0,A
936,Southampton,0,0,0,Arsenal,1,0,0,H
937,Stoke,0,0,0,Man United,1,0,0,H
938,Swansea,0,0,0,West Brom,0,0,2,H
939,Tottenham,1,0,0,Norwich,0,1,0,H
940,Arsenal,1,0,0,Bournemouth,0,1,0,H
941,Crystal Palace,0,0,0,Swansea,0,0,0,D
942,Everton,0,0,0,Stoke,0,0,0,A
943,Man United,1,0,0,Chelsea,1,0,0,D
944,Norwich,0,1,0,Aston Villa,0,0,0,H
945,Watford,0,1,0,Tottenham,1,0,0,A
946,West Brom,0,0,0,Newcastle,0,0,0,H
947,West Ham,0,0,0,Southampton,0,0,0,H
948,Leicester,0,0,0,Man City,1,0,0,D
949,Sunderland,0,0,0,Liverpool,1,0,0,A
950,Arsenal,1,0,0,Newcastle,0,0,0,H
951,Leicester,0,0,0,Bournemouth,0,1,0,D
952,Man United,1,0,0,Swansea,0,0,0,H
953,Norwich,0,1,0,Southampton,0,0,0,H
954,Sunderland,0,0,0,Aston Villa,0,0,0,H
955,Watford,0,1,1,Man City,1,0,0,A
956,West Brom,0,0,0,Stoke,0,0,0,H
957,West Ham,0,0,0,Liverpool,1,0,0,H
958,Crystal Palace,0,0,0,Chelsea,1,0,0,A
959,Everton,0,0,0,Tottenham,1,0,0,D
960,Aston Villa,0,0,0,Crystal Palace,0,0,0,H
961,Bournemouth,0,1,1,West Ham,0,0,0,A
962,Newcastle,0,0,0,Man United,1,0,0,D
963,Chelsea,1,0,0,West Brom,0,0,0,D
964,Liverpool,1,0,0,Arsenal,1,0,0,D
965,Man City,1,0,0,Everton,0,0,0,D
966,Southampton,0,0,1,Watford,0,1,0,H
967,Stoke,0,0,1,Norwich,0,1,0,H
968,Swansea,0,0,0,Sunderland,0,0,0,A
969,Tottenham,1,0,0,Leicester,0,0,0,A
970,Aston Villa,0,0,0,Leicester,0,0,0,D
971,Bournemouth,0,1,0,Norwich,0,1,1,H
972,Chelsea,1,0,0,Everton,0,0,0,D
973,Man City,1,0,0,Crystal Palace,0,0,0,H
974,Newcastle,0,0,0,West Ham,0,0,0,H
975,Southampton,0,0,0,West Brom,0,0,0,H
976,Tottenham,1,0,0,Sunderland,0,0,0,H
977,Liverpool,1,0,0,Man United,1,0,0,A
978,Stoke,0,0,0,Arsenal,1,0,0,D
979,Swansea,0,0,1,Watford,0,1,0,H
980,Crystal Palace,0,0,0,Tottenham,1,0,0,A
981,Leicester,0,0,0,Stoke,0,0,0,H
982,Man United,1,0,0,Southampton,0,0,0,A
983,Norwich,0,1,0,Liverpool,1,0,0,A
984,Sunderland,0,0,0,Bournemouth,0,1,0,D
985,Watford,0,1,0,Newcastle,0,0,0,H
986,West Brom,0,0,0,Aston Villa,0,0,0,D
987,West Ham,0,0,0,Man City,1,0,0,D
988,Arsenal,1,0,0,Chelsea,1,0,0,A
989,Everton,0,0,0,Swansea,0,0,0,A
990,Arsenal,1,0,1,Southampton,0,0,0,D
991,Crystal Palace,0,0,0,Bournemouth,0,1,0,A
992,Leicester,0,0,0,Liverpool,1,0,0,H
993,Man United,1,0,0,Stoke,0,0,0,H
994,Norwich,0,1,0,Tottenham,1,0,0,A
995,Sunderland,0,0,0,Man City,1,0,0,A
996,West Brom,0,0,0,Swansea,0,0,0,D
997,West Ham,0,0,0,Aston Villa,0,0,0,H
998,Everton,0,0,0,Newcastle,0,0,0,H
999,Watford,0,1,0,Chelsea,1,0,0,D
1000,Aston Villa,0,0,1,Norwich,0,1,0,H
1001,Liverpool,1,0,0,Sunderland,0,0,0,D
1002,Man City,1,0,0,Leicester,0,0,0,A
1003,Newcastle,0,0,1,West Brom,0,0,0,H
1004,Southampton,0,0,0,West Ham,0,0,0,H
1005,Stoke,0,0,0,Everton,0,0,0,A
1006,Swansea,0,0,0,Crystal Palace,0,0,0,D
1007,Tottenham,1,0,0,Watford,0,1,0,H
1008,Bournemouth,0,1,0,Arsenal,1,0,0,A
1009,Chelsea,1,0,0,Man United,1,0,0,D
1010,Bournemouth,0,1,0,Stoke,0,0,0,A
1011,Chelsea,1,0,0,Newcastle,0,0,0,H
1012,Crystal Palace,0,0,0,Watford,0,1,0,A
1013,Everton,0,0,0,West Brom,0,0,0,A
1014,Norwich,0,1,0,West Ham,0,0,0,D
1015,Sunderland,0,0,0,Man United,1,0,0,H
1016,Swansea,0,0,0,Southampton,0,0,1,A
1017,Arsenal,1,0,0,Leicester,0,0,0,H
1018,Aston Villa,0,0,0,Liverpool,1,0,0,A
1019,Man City,1,0,0,Tottenham,1,0,0,A
1020,Leicester,0,0,1,Norwich,0,1,0,H
1021,Southampton,0,0,0,Chelsea,1,0,1,A
1022,Stoke,0,0,0,Aston Villa,0,0,0,H
1023,Watford,0,1,0,Bournemouth,0,1,0,D
1024,West Brom,0,0,0,Crystal Palace,0,0,0,H
1025,West Ham,0,0,0,Sunderland,0,0,0,H
1026,Tottenham,1,0,0,Swansea,0,0,0,H
